company_permalink,company_name,company_category_list,company_country_code,company_state_code,company_region,company_city,investor_permalink,investor_name,investor_country_code,investor_state_code,investor_region,investor_city,funding_round_permalink,funding_round_type,funding_round_code,funded_at,raised_amount_usd
/organization/0-6-com,0-6.com,Curated Web,CHN,22,Beijing,Beijing,/organization/dt-capital-partners,DT Capital Partners,CHN,23,Shanghai,Shanghai,/funding-round/5727accaeaa57461bd22a9bdd945382d,venture,A,3/19/08,2000000
/organization/004-technologies,004 Technologies,Software,USA,IL,"Springfield, Illinois",Champaign,/organization/venturecapital-de,VCDE Venture Partners,DEU,5,Frankfurt,Frankfurt,/funding-round/1278dd4e6a37fa4b7d7e06c21b3c1830,venture,,7/24/14,
/organization/01games-technology,01Games Technology,Games,HKG,,Hong Kong,Hong Kong,/organization/cyberport-hong-kong,Cyberport Hong Kong,HKG,,Hong Kong,Hong Kong,/funding-round/7d53696f2b4f607a2f2a8cbb83d01839,undisclosed,,7/1/14,41250
/organization/0xdata,H2O.ai,Analytics,USA,CA,SF Bay Area,Mountain View,/organization/capital-one,Capital One,USA,VA,"Washington, D.C.",Mclean,/funding-round/3bb2ee4a2d89251a10aaa735b1180e44,venture,B,11/9/15,20000000
/organization/0xdata,H2O.ai,Analytics,USA,CA,SF Bay Area,Mountain View,/organization/nexus-venture-partners,Nexus Venture Partners,USA,CA,SF Bay Area,Menlo Park,/funding-round/383a9bd2c04f7038bb543ccef5ba3eae,seed,,5/22/13,3000000
/organization/0xdata,H2O.ai,Analytics,USA,CA,SF Bay Area,Mountain View,/organization/nexus-venture-partners,Nexus Venture Partners,USA,CA,SF Bay Area,Menlo Park,/funding-round/3bb2ee4a2d89251a10aaa735b1180e44,venture,B,11/9/15,20000000
/organization/0xdata,H2O.ai,Analytics,USA,CA,SF Bay Area,Mountain View,/organization/nexus-venture-partners,Nexus Venture Partners,USA,CA,SF Bay Area,Menlo Park,/funding-round/ae2a174c06517c2394aed45006322a7e,venture,,1/3/13,1700000
/organization/0xdata,H2O.ai,Analytics,USA,CA,SF Bay Area,Mountain View,/organization/nexus-venture-partners,Nexus Venture Partners,USA,CA,SF Bay Area,Menlo Park,/funding-round/e1cfcbe1bdf4c70277c5f29a3482f24e,venture,A,7/19/14,8900000
/organization/0xdata,H2O.ai,Analytics,USA,CA,SF Bay Area,Mountain View,/organization/paxion-capital-partners,Paxion Capital Partners,,,,,/funding-round/3bb2ee4a2d89251a10aaa735b1180e44,venture,B,11/9/15,20000000
/organization/0xdata,H2O.ai,Analytics,USA,CA,SF Bay Area,Mountain View,/organization/transamerica,Transamerica,USA,IA,Cedar Rapids,Cedar Rapids,/funding-round/3bb2ee4a2d89251a10aaa735b1180e44,venture,B,11/9/15,20000000
/organization/0xdata,H2O.ai,Analytics,USA,CA,SF Bay Area,Mountain View,/organization/transamerica-ventures,Transamerica Ventures,USA,NY,New York City,New York,/funding-round/e1cfcbe1bdf4c70277c5f29a3482f24e,venture,A,7/19/14,8900000
/organization/0xdata,H2O.ai,Analytics,USA,CA,SF Bay Area,Mountain View,/person/anand-babu-periasamy,Anand Babu Periasamy,USA,,,Palo Alto,/funding-round/ae2a174c06517c2394aed45006322a7e,venture,,1/3/13,1700000
/organization/0xdata,H2O.ai,Analytics,USA,CA,SF Bay Area,Mountain View,/person/anand-rajaraman-2,Anand Rajaraman,,,,,/funding-round/ae2a174c06517c2394aed45006322a7e,venture,,1/3/13,1700000
/organization/0xdata,H2O.ai,Analytics,USA,CA,SF Bay Area,Mountain View,/person/ash-bhardwaj,Ash Bhardwaj,USA,,,Los Altos,/funding-round/e1cfcbe1bdf4c70277c5f29a3482f24e,venture,A,7/19/14,8900000
/organization/0xdata,H2O.ai,Analytics,USA,CA,SF Bay Area,Mountain View,/person/michael-marks,Michael Marks,,,,,/funding-round/e1cfcbe1bdf4c70277c5f29a3482f24e,venture,A,7/19/14,8900000
/organization/0xdata,H2O.ai,Analytics,USA,CA,SF Bay Area,Mountain View,/person/rajesh-ambati,Rajesh Ambati,USA,,,Palo Alto,/funding-round/e1cfcbe1bdf4c70277c5f29a3482f24e,venture,A,7/19/14,8900000
/organization/0xdata,H2O.ai,Analytics,USA,CA,SF Bay Area,Mountain View,/person/rakesh-mathur,Rakesh Mathur,,,,,/funding-round/e1cfcbe1bdf4c70277c5f29a3482f24e,venture,A,7/19/14,8900000
/organization/1,One Inc.,Mobile,USA,CA,SF Bay Area,San Francisco,/organization/camp-one-ventures,Camp One Ventures,USA,CA,SF Bay Area,Palo Alto,/funding-round/03b975068632eba5bfdb937ec8c07a68,seed,,2/5/14,150000
/organization/1,One Inc.,Mobile,USA,CA,SF Bay Area,San Francisco,/organization/camp-one-ventures,Camp One Ventures,USA,CA,SF Bay Area,Palo Alto,/funding-round/5de6d8828aef7d925d97918d15727670,undisclosed,,2/5/13,
/organization/1,One Inc.,Mobile,USA,CA,SF Bay Area,San Francisco,/organization/charles-river-ventures,CRV,USA,MA,Boston,Cambridge,/funding-round/e82464f22241715dd1a6c77241055ed1,seed,,7/20/11,1000050
/organization/1,One Inc.,Mobile,USA,CA,SF Bay Area,San Francisco,/organization/general-catalyst-partners,General Catalyst Partners,USA,MA,Boston,Cambridge,/funding-round/e82464f22241715dd1a6c77241055ed1,seed,,7/20/11,1000050
/organization/1,One Inc.,Mobile,USA,CA,SF Bay Area,San Francisco,/organization/kima-ventures,Kima Ventures,FRA,A8,Paris,Paris,/funding-round/03b975068632eba5bfdb937ec8c07a68,seed,,2/5/14,150000
/organization/1,One Inc.,Mobile,USA,CA,SF Bay Area,San Francisco,/organization/sv-angel,SV Angel,USA,CA,SF Bay Area,San Francisco,/funding-round/e82464f22241715dd1a6c77241055ed1,seed,,7/20/11,1000050
/organization/1,One Inc.,Mobile,USA,CA,SF Bay Area,San Francisco,/organization/true-ventures,True Ventures,USA,CA,SF Bay Area,Palo Alto,/funding-round/e82464f22241715dd1a6c77241055ed1,seed,,7/20/11,1000050
/organization/1,One Inc.,Mobile,USA,CA,SF Bay Area,San Francisco,/person/gary-vaynerchuk,Gary Vaynerchuk,USA,,,New York,/funding-round/e82464f22241715dd1a6c77241055ed1,seed,,7/20/11,1000050
/organization/1,One Inc.,Mobile,USA,CA,SF Bay Area,San Francisco,/person/keith-rabois,Keith Rabois,USA,,,San Francisco,/funding-round/e82464f22241715dd1a6c77241055ed1,seed,,7/20/11,1000050
/organization/1,One Inc.,Mobile,USA,CA,SF Bay Area,San Francisco,/person/michael-dearing,Michael Dearing,,,,,/funding-round/e82464f22241715dd1a6c77241055ed1,seed,,7/20/11,1000050
/organization/1,One Inc.,Mobile,USA,CA,SF Bay Area,San Francisco,/person/naval-ravikant,Naval Ravikant,USA,,,San Francisco,/funding-round/e82464f22241715dd1a6c77241055ed1,seed,,7/20/11,1000050
/organization/1,One Inc.,Mobile,USA,CA,SF Bay Area,San Francisco,/person/rick-marini,Rick Marini,USA,,,San Francisco,/funding-round/03b975068632eba5bfdb937ec8c07a68,seed,,2/5/14,150000
/organization/1,One Inc.,Mobile,USA,CA,SF Bay Area,San Francisco,/person/vk-rajaram,VK Rajaram,USA,,,Palo Alto,/funding-round/03b975068632eba5bfdb937ec8c07a68,seed,,2/5/14,150000
/organization/1-2-3-listo,"1,2,3 Listo",E-Commerce,CHL,12,Santiago,Las Condes,/organization/start-up-chile,Start-Up Chile,CHL,12,Santiago,Santiago,/funding-round/6de4609e894495105bc791ed64361288,seed,,2/18/13,40000
/organization/1-800-dentist,1-800-DENTIST,Health and Wellness,USA,CA,Los Angeles,Los Angeles,/organization/bain-capital-ventures,Bain Capital Ventures,USA,MA,Boston,Boston,/funding-round/5274aacc211163fc7c86539ce94bbacc,undisclosed,,8/19/10,
/organization/1-800-dentist,1-800-DENTIST,Health and Wellness,USA,CA,Los Angeles,Los Angeles,/organization/cue-ball,Cue Ball,USA,MA,Boston,Boston,/funding-round/5274aacc211163fc7c86539ce94bbacc,undisclosed,,8/19/10,
/organization/1-mainstream,1 Mainstream,Apps|Cable|Distribution|Software,USA,CA,SF Bay Area,Cupertino,/organization/sky-2,Sky,,,,,/funding-round/b952cbaf401f310927430c97b68162ea,venture,,3/17/15,5000000
/organization/1000-corks,1000 Corks,Search,USA,OR,"Portland, Oregon",Lake Oswego,/organization/start-up-chile,Start-Up Chile,CHL,12,Santiago,Santiago,/funding-round/8f4fa70e24269ddd8bdf6658906b356b,seed,,8/23/11,40000
/organization/1000-markets,1000 Markets,Art|E-Commerce|Marketplaces,USA,WA,Seattle,Seattle,/organization/ff-angel-llc,FF Angel LLC,USA,CA,SF Bay Area,San Francisco,/funding-round/ce6749b6441f52ccaf38b6d5578779fd,seed,,5/15/09,500000
/organization/1000-markets,1000 Markets,Art|E-Commerce|Marketplaces,USA,WA,Seattle,Seattle,/organization/true-ventures,True Ventures,USA,CA,SF Bay Area,Palo Alto,/funding-round/ce6749b6441f52ccaf38b6d5578779fd,seed,,5/15/09,500000
/organization/1000-markets,1000 Markets,Art|E-Commerce|Marketplaces,USA,WA,Seattle,Seattle,/person/jon-callaghan,Jon Callaghan,USA,,,San Francisco,/funding-round/ce6749b6441f52ccaf38b6d5578779fd,seed,,5/15/09,500000
/organization/1000chi,Beijing 1000CHI Software Technology,Mobile,,,,,/organization/sina-weibo,Sina Weibo,CHN,22,CHN - Other,Haidian,/funding-round/854fae13c5b26b2ea6b32b06c2e5890c,angel,,4/1/10,43923865
/organization/1000lookz,1000Lookz,Beauty,IND,25,Chennai,Chennai,/organization/microsoft-ventures,Microsoft Ventures,USA,WA,Seattle,Redmond,/funding-round/e07f6e580046d00c7aeb33fafb9d90a3,venture,,7/22/13,
/organization/1000memories,1000memories,Curated Web,USA,CA,SF Bay Area,San Francisco,/organization/felicis-ventures,Felicis Ventures,USA,CA,SF Bay Area,Palo Alto,/funding-round/502bd0e50c27616995e4bdad24605ef8,venture,A,2/16/11,2520000
/organization/1000memories,1000memories,Curated Web,USA,CA,SF Bay Area,San Francisco,/organization/floodgate,FLOODGATE,USA,CA,SF Bay Area,Palo Alto,/funding-round/502bd0e50c27616995e4bdad24605ef8,venture,A,2/16/11,2520000
/organization/1000memories,1000memories,Curated Web,USA,CA,SF Bay Area,San Francisco,/organization/founder-collective,Founder Collective,USA,MA,Boston,Cambridge,/funding-round/502bd0e50c27616995e4bdad24605ef8,venture,A,2/16/11,2520000
/organization/1000memories,1000memories,Curated Web,USA,CA,SF Bay Area,San Francisco,/organization/founder-collective,Founder Collective,USA,MA,Boston,Cambridge,/funding-round/f5fb428ed1e63321f88b3e646ba85f00,seed,,1/1/10,15000
/organization/1000memories,1000memories,Curated Web,USA,CA,SF Bay Area,San Francisco,/organization/greylock,Greylock Partners,USA,CA,SF Bay Area,Menlo Park,/funding-round/502bd0e50c27616995e4bdad24605ef8,venture,A,2/16/11,2520000
/organization/1000memories,1000memories,Curated Web,USA,CA,SF Bay Area,San Francisco,/organization/signatures-capital,Signatures Capital,USA,CA,SF Bay Area,San Francisco,/funding-round/502bd0e50c27616995e4bdad24605ef8,venture,A,2/16/11,2520000
/organization/1000memories,1000memories,Curated Web,USA,CA,SF Bay Area,San Francisco,/organization/y-combinator,Y Combinator,USA,CA,SF Bay Area,Mountain View,/funding-round/f5fb428ed1e63321f88b3e646ba85f00,seed,,1/1/10,15000
/organization/1000memories,1000memories,Curated Web,USA,CA,SF Bay Area,San Francisco,/person/bobby-yazdani,Bobby Yazdani,USA,,,San Francisco,/funding-round/502bd0e50c27616995e4bdad24605ef8,venture,A,2/16/11,2520000
/organization/1000memories,1000memories,Curated Web,USA,CA,SF Bay Area,San Francisco,/person/caterina-fake,Caterina Fake,USA,,,San Francisco,/funding-round/502bd0e50c27616995e4bdad24605ef8,venture,A,2/16/11,2520000
/organization/1000memories,1000memories,Curated Web,USA,CA,SF Bay Area,San Francisco,/person/chris-sacca,Chris Sacca,USA,,,Truckee,/funding-round/502bd0e50c27616995e4bdad24605ef8,venture,A,2/16/11,2520000
/organization/1000memories,1000memories,Curated Web,USA,CA,SF Bay Area,San Francisco,/person/keith-rabois,Keith Rabois,USA,,,San Francisco,/funding-round/502bd0e50c27616995e4bdad24605ef8,venture,A,2/16/11,2520000
/organization/1000memories,1000memories,Curated Web,USA,CA,SF Bay Area,San Francisco,/person/paul-buchheit,Paul Buchheit,USA,,,Mountain View,/funding-round/502bd0e50c27616995e4bdad24605ef8,venture,A,2/16/11,2520000
/organization/1000memories,1000memories,Curated Web,USA,CA,SF Bay Area,San Francisco,/person/ron-conway,Ron Conway,USA,,,San Francisco,/funding-round/502bd0e50c27616995e4bdad24605ef8,venture,A,2/16/11,2520000
/organization/1000museums-com,1000museums.com,Curated Web,USA,MA,MA - Other,Lenox,/organization/alliance-of-angels,Alliance of Angels,USA,WA,Seattle,Seattle,/funding-round/01c1aa44619ae45a16e3098fc73facfa,debt_financing,,4/8/13,647879
/organization/1000museums-com,1000museums.com,Curated Web,USA,MA,MA - Other,Lenox,/organization/alliance-of-angels,Alliance of Angels,USA,WA,Seattle,Seattle,/funding-round/fd1b3064232ba9b3cfb5653a619e82e8,venture,,4/5/11,642000
/organization/1000museums-com,1000museums.com,Curated Web,USA,MA,MA - Other,Lenox,/organization/commonangels,Converge Venture Partners,USA,MA,Boston,Cambridge,/funding-round/6aeb32ab3fc05db2b606d7a2466e8c09,venture,,1/15/14,2906832
/organization/1000museums-com,1000museums.com,Curated Web,USA,MA,MA - Other,Lenox,/organization/commonangels,Converge Venture Partners,USA,MA,Boston,Cambridge,/funding-round/89317984885b44f02e4befb9dc2e588c,venture,,8/1/14,1500000
/organization/1000museums-com,1000museums.com,Curated Web,USA,MA,MA - Other,Lenox,/organization/new-york-venture-partners,New York Venture Partners,,,,,/funding-round/01c1aa44619ae45a16e3098fc73facfa,debt_financing,,4/8/13,647879
/organization/1000museums-com,1000museums.com,Curated Web,USA,MA,MA - Other,Lenox,/organization/new-york-venture-partners,New York Venture Partners,,,,,/funding-round/fd1b3064232ba9b3cfb5653a619e82e8,venture,,4/5/11,642000
/organization/1000museums-com,1000museums.com,Curated Web,USA,MA,MA - Other,Lenox,/organization/scout-ventures,Scout Ventures,USA,NY,New York City,New York,/funding-round/01c1aa44619ae45a16e3098fc73facfa,debt_financing,,4/8/13,647879
/organization/1000museums-com,1000museums.com,Curated Web,USA,MA,MA - Other,Lenox,/organization/scout-ventures,Scout Ventures,USA,NY,New York City,New York,/funding-round/6dcccfea326e6add866bf67aafb0a7df,convertible_note,,12/1/14,
/organization/1000museums-com,1000museums.com,Curated Web,USA,MA,MA - Other,Lenox,/organization/stonehenge-growth-equity,Stonehenge Growth Equity,USA,FL,Tampa,Tampa,/funding-round/adf2f3272af9f552b87e01f10f0b9234,venture,,2/1/14,
/organization/1000museums-com,1000museums.com,Curated Web,USA,MA,MA - Other,Lenox,/person/bradley-c-harrison,Bradley C. Harrison,,,,,/funding-round/01c1aa44619ae45a16e3098fc73facfa,debt_financing,,4/8/13,647879
/organization/1000museums-com,1000museums.com,Curated Web,USA,MA,MA - Other,Lenox,/person/bradley-c-harrison,Bradley C. Harrison,,,,,/funding-round/6dcccfea326e6add866bf67aafb0a7df,convertible_note,,12/1/14,
/organization/1000museums-com,1000museums.com,Curated Web,USA,MA,MA - Other,Lenox,/person/linda-holliday,Linda Holliday,,,,,/funding-round/01c1aa44619ae45a16e3098fc73facfa,debt_financing,,4/8/13,647879
/organization/1000museums-com,1000museums.com,Curated Web,USA,MA,MA - Other,Lenox,/person/paul-sethi,Paul Sethi,,,,,/funding-round/01c1aa44619ae45a16e3098fc73facfa,debt_financing,,4/8/13,647879
/organization/1001-menus,ZenChef,Local Businesses|Restaurants,FRA,A8,Paris,Paris,/organization/edenred-capital-partners,Edenred Capital Partners,,,,,/funding-round/645b4cd895450b8e0268027cd7813047,venture,B,11/4/15,6602693.899
/organization/1001-menus,ZenChef,Local Businesses|Restaurants,FRA,A8,Paris,Paris,/organization/elaia-partners,Elaia Partners,FRA,A8,Paris,Paris,/funding-round/645b4cd895450b8e0268027cd7813047,venture,B,11/4/15,6602693.899
/organization/1001-menus,ZenChef,Local Businesses|Restaurants,FRA,A8,Paris,Paris,/organization/elaia-partners,Elaia Partners,FRA,A8,Paris,Paris,/funding-round/8025123b90c1ab687f9857ffe18bfd3b,venture,A,11/13/13,1736910
/organization/1001-menus,ZenChef,Local Businesses|Restaurants,FRA,A8,Paris,Paris,/organization/elaia-partners,Elaia Partners,FRA,A8,Paris,Paris,/funding-round/b6c28ea4ebe32db7083052cf87e7c368,venture,A,10/25/13,1800000
/organization/1001-menus,ZenChef,Local Businesses|Restaurants,FRA,A8,Paris,Paris,/organization/kima-ventures,Kima Ventures,FRA,A8,Paris,Paris,/funding-round/645b4cd895450b8e0268027cd7813047,venture,B,11/4/15,6602693.899
/organization/1001-menus,ZenChef,Local Businesses|Restaurants,FRA,A8,Paris,Paris,/organization/kima-ventures,Kima Ventures,FRA,A8,Paris,Paris,/funding-round/9d6619bf66478dd8bf19bfc8dc237770,seed,,12/27/12,132169
/organization/1001-menus,ZenChef,Local Businesses|Restaurants,FRA,A8,Paris,Paris,/organization/lacc-l-rateur,L'Accélérateur,FRA,A8,Paris,Paris,/funding-round/b6c28ea4ebe32db7083052cf87e7c368,venture,A,10/25/13,1800000
/organization/1001-menus,ZenChef,Local Businesses|Restaurants,FRA,A8,Paris,Paris,/organization/xange-private-equity,XAnge Private Equity,FRA,A8,Paris,Paris,/funding-round/645b4cd895450b8e0268027cd7813047,venture,B,11/4/15,6602693.899
/organization/1001-menus,ZenChef,Local Businesses|Restaurants,FRA,A8,Paris,Paris,/person/franck-lefeuvre,Franck Lefeuvre,,,,,/funding-round/6364929e6f6c94921f9c853f53b10b7a,seed,,12/15/12,390000
/organization/1001-menus,ZenChef,Local Businesses|Restaurants,FRA,A8,Paris,Paris,/person/frdric-montagnon,Frederic Montagnon,USA,,,New York,/funding-round/6364929e6f6c94921f9c853f53b10b7a,seed,,12/15/12,390000
/organization/1001-menus,ZenChef,Local Businesses|Restaurants,FRA,A8,Paris,Paris,/person/frdric-montagnon,Frederic Montagnon,USA,,,New York,/funding-round/b6c28ea4ebe32db7083052cf87e7c368,venture,A,10/25/13,1800000
/organization/1001-menus,ZenChef,Local Businesses|Restaurants,FRA,A8,Paris,Paris,/person/gilles-samoun-2,Gilles Samoun,,,,,/funding-round/b6c28ea4ebe32db7083052cf87e7c368,venture,A,10/25/13,1800000
/organization/1001-menus,ZenChef,Local Businesses|Restaurants,FRA,A8,Paris,Paris,/person/jeremie-berrebi,Jeremie Berrebi,,,,,/funding-round/6364929e6f6c94921f9c853f53b10b7a,seed,,12/15/12,390000
/organization/1001-menus,ZenChef,Local Businesses|Restaurants,FRA,A8,Paris,Paris,/person/julien-romanetto,Julien Romanetto,USA,,,New York,/funding-round/6364929e6f6c94921f9c853f53b10b7a,seed,,12/15/12,390000
/organization/1001-menus,ZenChef,Local Businesses|Restaurants,FRA,A8,Paris,Paris,/person/michel-guilhermier,Michel Guilhermier,FRA,,,Paris,/funding-round/b6c28ea4ebe32db7083052cf87e7c368,venture,A,10/25/13,1800000
/organization/1001-menus,ZenChef,Local Businesses|Restaurants,FRA,A8,Paris,Paris,/person/nicolas-baudy,Nicolas Baudy,,,,,/funding-round/6364929e6f6c94921f9c853f53b10b7a,seed,,12/15/12,390000
/organization/1001-menus,ZenChef,Local Businesses|Restaurants,FRA,A8,Paris,Paris,/person/serge-alleyne,Serge Alleyne,,,,,/funding-round/6364929e6f6c94921f9c853f53b10b7a,seed,,12/15/12,390000
/organization/1001pharmacies-com,1001pharmacies.com,Cosmetics|Marketplaces,FRA,A9,Montpellier,Montpellier,/organization/cm-cic-capital-prive,CM-CIC Capital Prive,FRA,A8,Paris,Paris,/funding-round/a21fc4d20200f43e3a25fd9cfc7c1482,venture,A,7/9/15,8900000
/organization/1001pharmacies-com,1001pharmacies.com,Cosmetics|Marketplaces,FRA,A9,Montpellier,Montpellier,/organization/newfund-management,Newfund,,,,,/funding-round/a21fc4d20200f43e3a25fd9cfc7c1482,venture,A,7/9/15,8900000
/organization/1001pharmacies-com,1001pharmacies.com,Cosmetics|Marketplaces,FRA,A9,Montpellier,Montpellier,/person/olivier-mathiot,Olivier Mathiot,FRA,,,,/funding-round/a21fc4d20200f43e3a25fd9cfc7c1482,venture,A,7/9/15,8900000
/organization/1001pharmacies-com,1001pharmacies.com,Cosmetics|Marketplaces,FRA,A9,Montpellier,Montpellier,/person/pierre-kosciusko-morizet,Pierre Kosciusko-Morizet,,,,,/funding-round/a21fc4d20200f43e3a25fd9cfc7c1482,venture,A,7/9/15,8900000
/organization/1001pharmacies-com,1001pharmacies.com,Cosmetics|Marketplaces,FRA,A9,Montpellier,Montpellier,/person/xavier-niel,Xavier Niel,,,,,/funding-round/a21fc4d20200f43e3a25fd9cfc7c1482,venture,A,7/9/15,8900000
/organization/1006-tv,1006.tv,Games|Media,CHN,22,Beijing,Beijing,/organization/clearvue-partners,ClearVue Partners,CHN,23,Shanghai,Shanghai,/funding-round/b6aeb7401ec6993f92a16cbca153b600,venture,B,7/31/14,10000000
/organization/1006-tv,1006.tv,Games|Media,CHN,22,Beijing,Beijing,/organization/matrix-partners-china,Matrix Partners China,CHN,22,Beijing,Beijing,/funding-round/a3631227d5232aa8c2303f252c4f1f87,angel,,1/1/11,
/organization/1006-tv,1006.tv,Games|Media,CHN,22,Beijing,Beijing,/organization/matrix-partners-china,Matrix Partners China,CHN,22,Beijing,Beijing,/funding-round/c4dd206906e8f6834dde0eb9681002ac,venture,A,1/1/13,
/organization/1006-tv,1006.tv,Games|Media,CHN,22,Beijing,Beijing,/organization/sequoia-capital,Sequoia Capital,USA,CA,SF Bay Area,Menlo Park,/funding-round/b6aeb7401ec6993f92a16cbca153b600,venture,B,7/31/14,10000000
/organization/100du-tv,100du.tv,Hospitality,CHN,23,Shanghai,Shanghai,/organization/mvc-capital,MVC Capital,,,,,/funding-round/46a9d3228f69c036e8076f1362ac58cd,venture,C,8/13/10,
/organization/100du-tv,100du.tv,Hospitality,CHN,23,Shanghai,Shanghai,/organization/mvc-capital,MVC Capital,,,,,/funding-round/8797d60368bb0227f0d0ab4c72aef886,venture,A,1/7/08,3000000
/organization/100e-com,100e.com,Education,CHN,22,Beijing,Beijing,/organization/id-techventures,iD TechVentures,CHN,23,Shanghai,Shanghai,/funding-round/22a86670d1055d7bafce665b27e91871,venture,,1/1/06,3000000
/organization/100e-com,100e.com,Education,CHN,22,Beijing,Beijing,/organization/id-techventures,iD TechVentures,CHN,23,Shanghai,Shanghai,/funding-round/a136f7eb873dfb13cec839fef7d7f51e,venture,,9/1/06,1500000
/organization/100health,Redox,Health Care|Health Care Information Technology|Hospitals,USA,WI,Madison,Madison,/organization/406-ventures,.406 Ventures,USA,MA,Boston,Boston,/funding-round/502f558bee350299fd1ae503e5b9a124,venture,A,10/20/15,3530000
/organization/100health,Redox,Health Care|Health Care Information Technology|Hospitals,USA,WI,Madison,Madison,/organization/dreamit-ventures,DreamIt Ventures,USA,PA,Philadelphia,Philadelphia,/funding-round/441cefff29e87a7b0bcd644b7dbe59c1,seed,,11/26/14,470000
/organization/100health,Redox,Health Care|Health Care Information Technology|Hospitals,USA,WI,Madison,Madison,/organization/flybridge-capital,Flybridge Capital Partners,USA,MA,Boston,Boston,/funding-round/502f558bee350299fd1ae503e5b9a124,venture,A,10/20/15,3530000
/organization/100health,Redox,Health Care|Health Care Information Technology|Hospitals,USA,WI,Madison,Madison,/organization/healthx-ventures,Healthx Ventures,USA,WI,Madison,Madison,/funding-round/502f558bee350299fd1ae503e5b9a124,venture,A,10/20/15,3530000
/organization/100health,Redox,Health Care|Health Care Information Technology|Hospitals,USA,WI,Madison,Madison,/organization/tmcx-accelerator,TMCx Accelerator,,,,,/funding-round/441cefff29e87a7b0bcd644b7dbe59c1,seed,,11/26/14,470000
/organization/100health,Redox,Health Care|Health Care Information Technology|Hospitals,USA,WI,Madison,Madison,/person/mark-bakken,Mark Bakken,USA,,,Madison,/funding-round/441cefff29e87a7b0bcd644b7dbe59c1,seed,,11/26/14,470000
/organization/100plus,100Plus,Analytics,USA,CA,SF Bay Area,San Francisco,/organization/band-of-angels,Band of Angels,USA,CA,SF Bay Area,Menlo Park,/funding-round/57ce16d039aa0c61d966397f6db00b02,seed,,11/30/11,750000
/organization/100plus,100Plus,Analytics,USA,CA,SF Bay Area,San Francisco,/organization/felicis-ventures,Felicis Ventures,USA,CA,SF Bay Area,Palo Alto,/funding-round/57ce16d039aa0c61d966397f6db00b02,seed,,11/30/11,750000
/organization/100plus,100Plus,Analytics,USA,CA,SF Bay Area,San Francisco,/organization/founders-fund,Founders Fund,,,,,/funding-round/b5facb0d9dea2f0352b5834892c88c53,venture,,11/2/11,500000
/organization/100plus,100Plus,Analytics,USA,CA,SF Bay Area,San Francisco,/organization/greylock,Greylock Partners,USA,CA,SF Bay Area,Menlo Park,/funding-round/57ce16d039aa0c61d966397f6db00b02,seed,,11/30/11,750000
/organization/1010data,1010data,Software,USA,NY,New York City,New York,/organization/norwest-venture-partners,Norwest Venture Partners - NVP,USA,CA,SF Bay Area,Palo Alto,/funding-round/482fbf992b48f5c47d0080ab7ec0cb54,venture,,3/8/10,35000000
/organization/10alike,Cliptone,Advertising|Image Recognition|Sales and Marketing|Social Media|Social Media Advertising,CAN,ON,Toronto,Toronto,/organization/500-startups,500 Startups,USA,CA,SF Bay Area,Mountain View,/funding-round/36812b11cf7351e5184c59fecd828dea,seed,,1/1/13,
/organization/10alike,Cliptone,Advertising|Image Recognition|Sales and Marketing|Social Media|Social Media Advertising,CAN,ON,Toronto,Toronto,/organization/global-venture-capital,Global Venture Capital,BHR,2,Bahrain,Manama,/funding-round/36812b11cf7351e5184c59fecd828dea,seed,,1/1/13,
/organization/10alike,Cliptone,Advertising|Image Recognition|Sales and Marketing|Social Media|Social Media Advertising,CAN,ON,Toronto,Toronto,/organization/philquo-ventures,PhilQuo Ventures,USA,CA,SF Bay Area,Palo Alto,/funding-round/36812b11cf7351e5184c59fecd828dea,seed,,1/1/13,
/organization/10alike,Cliptone,Advertising|Image Recognition|Sales and Marketing|Social Media|Social Media Advertising,CAN,ON,Toronto,Toronto,/organization/plug-and-play-ventures,Plug & Play Ventures,USA,CA,SF Bay Area,Sunnyvale,/funding-round/36812b11cf7351e5184c59fecd828dea,seed,,1/1/13,
/organization/10alike,Cliptone,Advertising|Image Recognition|Sales and Marketing|Social Media|Social Media Advertising,CAN,ON,Toronto,Toronto,/organization/social-starts,Social Starts,,,,,/funding-round/36812b11cf7351e5184c59fecd828dea,seed,,1/1/13,
/organization/10alike,Cliptone,Advertising|Image Recognition|Sales and Marketing|Social Media|Social Media Advertising,CAN,ON,Toronto,Toronto,/organization/visionnaire-ventures,Visionnaire Ventures,USA,CA,SF Bay Area,San Francisco,/funding-round/88d987f9cb2c320b809caafe43b8491b,seed,,1/1/14,
/organization/10alike,Cliptone,Advertising|Image Recognition|Sales and Marketing|Social Media|Social Media Advertising,CAN,ON,Toronto,Toronto,/organization/zelkova-ventures,Zelkova Ventures,USA,NY,New York City,New York,/funding-round/36812b11cf7351e5184c59fecd828dea,seed,,1/1/13,
/organization/10alike,Cliptone,Advertising|Image Recognition|Sales and Marketing|Social Media|Social Media Advertising,CAN,ON,Toronto,Toronto,/person/howard-love,Howard Love,,,,,/funding-round/36812b11cf7351e5184c59fecd828dea,seed,,1/1/13,
/organization/10alike,Cliptone,Advertising|Image Recognition|Sales and Marketing|Social Media|Social Media Advertising,CAN,ON,Toronto,Toronto,/person/saeed-amidi,Saeed Amidi,USA,,,Sunnyvale,/funding-round/36812b11cf7351e5184c59fecd828dea,seed,,1/1/13,
